id,collection,dc.contributor.author,dc.contributor.author[],dc.coverage.spatial[en_US],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued,dc.date.issued[],dc.description.abstract[en_US],dc.description.provenance[en],dc.format.extent,dc.format.extent[],dc.identifier.citation[en_US],dc.identifier.uri,dc.identifier.uri[],dc.language.iso,dc.language.iso[],dc.publisher[en_US],dc.relation.ispartof[en_US],dc.subject[en_US],dc.title[en_US],dc.type[en_US]
"1fccc1f1-e21a-471f-9f86-df753cbcd602","1/7295",,"Proske, Antje||Narciss, Susanne","Bochum, Germany","2021-10-09T19:52:43Z","2021-10-09T15:50:11Z","2021-10-09T19:52:43Z","2021-10-09T15:50:11Z",,"2021-06","Tasks such as retrieval practice or self-explaining are expected to trigger generative learning activities necessary for deep understanding. The present study investigated the influence of asking students to either perform re-read, retrieval, or self-explanation activities on text comprehension. Students of two German high schools were randomly assigned to one of three groups when reading expository texts. Subsequently, participants completed a posttest including retention and inference questions. An initial evaluation of the posttest data revealed no significant differences between the groups. This finding raised the question to what extent students actually carried out the requested learning activities and whether the quality of the performed learning activities plays an important role. The results indicate that qualitatively different learning activities are associated to different posttest performance. We conclude that explicitly examining traces of students’ learning activities might be a useful supplement in further research on generative learning activities.","Made available in DSpace on 2021-10-09T19:52:43Z (GMT). No. of bitstreams: 1
1015-1016.pdf: 194150 bytes, checksum: 88990e9059d74ebfd723e885b238ea09 (MD5)
  Previous issue date: 2021-06",,"pp. 1015-1016","Proske, A. & Narciss, S. (2021). Asking Students to Carry Out Generative Learning Activities in Text Learning: Exploring the Role of the Quality of the Performed Learning Activities. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1015-1016). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7373","https://doi.dx.org/10.22318/icls2021.1015",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Asking Students to Carry Out Generative Learning Activities in Text Learning: Exploring the Role of the Quality of the Performed Learning Activities","Conference Paper||Poster"
"8782b535-d93c-4d59-b925-9919abdc6d4e","1/7295",,"Fuhrmann, Tamar||Fernandez, Cassia||Blikstein, Paulo||de Deus Lopes, Roseli","Bochum, Germany","2021-10-09T19:52:43Z","2021-10-09T15:50:11Z","2021-10-09T19:52:43Z","2021-10-09T15:50:11Z",,"2021-06","This study investigates the ideas of 5th-grade students while creating computational models for diffusion. Results illustrate that translating ideas into code can be a strategy to make them explicit. However, there is tension between designing blocks and learning; limited numbers of blocks interfere with students' expressing their ideas, while an open environment can make it hard to converge into acceptable explanations. We argue that creating domain-specific-blocks for modeling needs to be a thoughtfully designed process. This study investigates students' ideas while creating computational models for the phenomenon of diffusion. Seven 5th-grade students participated in individual sessions to observe an experiment and create a model to explain the experiment using domain-specific programming-blocks. Results illustrate that designing a model, coding, and translating ideas into computer-programs advance students' sensemaking about diffusion. Students' reasoning about particles' properties and behaviors evolved from a generic macro-level to a detailed micro-level description. Modeling using domain-specific-blocks is an excellent strategy to explore students' reasoning processes; translating ideas into code unpacks their thinking and reveals inadequate conceptions. There is a tension between the design of blocks and students' learning; a limited number of blocks might interfere with students' expressing their ideas, while the open endedness of the environment makes it hard to converge to an acceptable explanation. We argue that creating domain-specific blocks for modeling needs to be a thoughtful and carefully designed process.","Made available in DSpace on 2021-10-09T19:52:43Z (GMT). No. of bitstreams: 1
1017-1018.pdf: 193137 bytes, checksum: 3b2d801b92866c731076117b633511d9 (MD5)
  Previous issue date: 2021-06",,"pp. 1017-1018","Fuhrmann, T., Fernandez, C., Blikstein, P., & de Deus Lopes, R. (2021). Making Students' Ideas Visible through Coding a Scientific Computational Model. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1017-1018). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7374","https://doi.dx.org/10.22318/icls2021.1017",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Making Students' Ideas Visible through Coding a Scientific Computational Model","Conference Paper||Poster"
"ae93a450-c3ab-42a0-8427-02d4d36d1b01","1/7295",,"Pozos, Rose K.||Martin, Caitlin K.||Barron, Brigid||Lam, Cindy K.||Nguyen, Judy||Lin, Veronica||Levy, Zohar||Garcia, Susie","Bochum, Germany","2021-10-09T19:52:44Z","2021-10-09T15:50:11Z","2021-10-09T19:52:44Z","2021-10-09T15:50:11Z",,"2021-06","During Covid-19, the amount and quality of preparation for remote instruction has varied greatly across the country. This poster presents findings from a remote diary study that captured a diverse set of families’ experiences adapting to remote learning when schools closed in the Spring of 2020. We found that just increasing access to digital resources was not enough; regular, clear, streamlined communication between schools and caregivers was critical to smoothing the transition to distance learning.","Made available in DSpace on 2021-10-09T19:52:44Z (GMT). No. of bitstreams: 1
1019-1020.pdf: 194754 bytes, checksum: 6bc62d539140095508710f4d9c3017a7 (MD5)
  Previous issue date: 2021-06",,"pp. 1019-1020","Pozos, R. K., Martin, C. K., Barron, B., Lam, C. K., Nguyen, J., Lin, V., Levy, Z., & Garcia, S. (2021). Before the Storm: How Families were Supported for the Transition to Distance Learning. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1019-1020). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7375","https://doi.dx.org/10.22318/icls2021.1019",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Before the Storm: How Families were Supported for the Transition to Distance Learning","Conference Paper||Poster"
"72eeeda0-43df-46e7-8da2-6e745c3ae4b2","1/7295",,"Shim, Jooeun||Yoon, Susan A.||Cottone, Amanda||Miller, Katherine","Bochum, Germany","2021-10-09T19:52:44Z","2021-10-09T15:50:11Z","2021-10-09T19:52:44Z","2021-10-09T15:50:11Z",,"2021-06","In this study, we use an adaptive expertise lens to examine two contrasting cases of how teachers implemented a data-intensive curriculum in environmental science classes. Analysis showed differing levels of teachers’ adaptive expertise as well as challenges when working with data representations. We found that teachers’ adaptive expertise depends on teachers’ awareness of students' context and extensive knowledge of data literacy and suggest that teacher learning experiences should focus on developing these qualities in instruction.","Made available in DSpace on 2021-10-09T19:52:44Z (GMT). No. of bitstreams: 1
1021-1022.pdf: 218315 bytes, checksum: b60572fd8ee09cd5266dabc811f1e743 (MD5)
  Previous issue date: 2021-06",,"pp. 1021-1022","Shim, J., Yoon, S. A., Cottone, A., & Miller, K. (2021). Two Exploratory Case Studies of Teachers’ Adaptive Expertise in teaching Bioinformatics in High School Science Classrooms. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1021-1022). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7376","https://doi.dx.org/10.22318/icls2021.1021",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Two Exploratory Case Studies of Teachers’ Adaptive Expertise in teaching Bioinformatics in High School Science Classrooms","Conference Paper||Poster"
"c342b5ca-af3b-4954-9ca0-4822e4f1d216","1/7295",,"Gedrimienė, Eglė||Silvola, Anni||Kokkonen, Henna||Tamminen, Satu||Muukkonen, Hanni","Bochum, Germany","2021-10-09T19:52:44Z","2021-10-09T15:50:11Z","2021-10-09T19:52:44Z","2021-10-09T15:50:11Z",,"2021-06","Development of learning analytics (LA) tools requires theory-based approach, careful implementation, and user-centred evaluation. In this paper we report on a two-stage user-centred and theory-based development and evaluation of a LA student tool. Results show that LA tool’s support for different phases of self-regulation needs to be clearly differentiated and tested with students.","Made available in DSpace on 2021-10-09T19:52:44Z (GMT). No. of bitstreams: 1
1023-1024.pdf: 445216 bytes, checksum: ef8b835288faee7a0f3080af4ab020d4 (MD5)
  Previous issue date: 2021-06",,"pp. 1023-1024","Gedrimienė, E., Silvola, A., Kokkonen, H., Tamminen, S., & Muukkonen, H. (2021). Addressing Students’ Needs: Development of a Learning Analytics Tool for Academic Path Level Regulation. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1023-1024). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7377","https://doi.dx.org/10.22318/icls2021.1023",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Addressing Students’ Needs: Development of a Learning Analytics Tool for Academic Path Level Regulation","Conference Paper||Poster"
"9da309a9-a928-4a24-8f5b-acd6d9655688","1/7295",,"Wu, Sally P.W.||Jones, Bonni||Swanson, Hillary||Horn, Michael S.||Wilensky, Uri","Bochum, Germany","2021-10-09T19:52:44Z","2021-10-09T15:50:11Z","2021-10-09T19:52:44Z","2021-10-09T15:50:11Z",,"2021-06","At two professional developments (PDs), we position teachers as curriculum co-designers to support the integration of computing into traditional K-12 classrooms. Four case studies of teachers’ successes and challenges over a four-week period showed that each teacher required differentiated support to address personal fears and concerns. Results suggest flexibility and team discussions may particularly support teachers in co-design and enhance future PDs focused on developing computational activities for students in the K-12 classroom","Made available in DSpace on 2021-10-09T19:52:44Z (GMT). No. of bitstreams: 1
1025-1026.pdf: 190666 bytes, checksum: 2c36c40e1af5359fb166cf759a32b3f6 (MD5)
  Previous issue date: 2021-06",,"pp. 1025-1026","Wu, S. P., Jones, B., Swanson, H., Horn, M. S., & Wilensky, U. (2021). A Tale of Two PDs: Exploring Teachers' Experiences in Co-designing Computational Activities. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1025-1026). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7378","https://doi.dx.org/10.22318/icls2021.1025",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","A Tale of Two PDs: Exploring Teachers' Experiences in Co-designing Computational Activities","Conference Paper||Poster"
"010e18f8-9658-4975-84c8-3dc00d3875b2","1/7295",,"Billings, Kelly||Gerard, Libby||Linn, Marcia C.","Bochum, Germany","2021-10-09T19:52:45Z","2021-10-09T15:50:11Z","2021-10-09T19:52:45Z","2021-10-09T15:50:11Z",,"2021-06","We explore how a Teacher Action Planner (TAP) that synthesizes student ideas impacts teacher noticing. The TAP uses Natural Language Processing (NLP) to detect student ideas in written explanations. We compared teacher noticing while using the TAP to noticing when reviewing student explanations. The TAP helped teachers deepen their analysis of student ideas. We did not see any impact on immediate instructional practice. We propose redesigns to the TAP to better connect noticing to instruction.","Made available in DSpace on 2021-10-09T19:52:45Z (GMT). No. of bitstreams: 1
1027-1028.pdf: 232952 bytes, checksum: 827809e1ddc87840441bb8e539022392 (MD5)
  Previous issue date: 2021-06",,"pp. 1027-1028","Billings, K., Gerard, L., & Linn, M. C. (2021). Improving Teacher Noticing of Students’ Science Ideas with a Dashboard. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1027-1028). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7379","https://doi.dx.org/10.22318/icls2021.1027",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Improving Teacher Noticing of Students’ Science Ideas with a Dashboard","Conference Paper||Poster"
"274e0fa9-5d23-4b4a-9d06-9595c0b1550c","1/7295",,"Adams-Wiggins, Karlyn R.||Haluska, Cameron M.","Bochum, Germany","2021-10-09T19:52:45Z","2021-10-09T15:50:11Z","2021-10-09T19:52:45Z","2021-10-09T15:50:11Z",,"2021-06","Early adolescent learners in inquiry-based science learning environments must grapple with regulating group activity as well as the socioemotional challenges of collaboration. The current study early adolescents’ understandings of the role of peer social relationships and friendships in collaboration in middle school inquiry classrooms. We qualitatively analyzed end-of-semester interviews with 32 seventh grade students who participated in a semester-long series of inquiry units. Results suggest that early adolescents view peer relationships and friendships primarily as beneficial resources to support self-regulated learning and minimize the impact of competence and peer group concerns on learning, while friends were seen as particularly helpful for smoothing group interactions and promoting cohesion. Further, early adolescents distinguished between types of friends, with a focus on friends who would support group functioning. Specific to argumentation and explanation as scientific practices, early adolescents viewed peers as an important source of alternative perspectives and explanations.","Made available in DSpace on 2021-10-09T19:52:45Z (GMT). No. of bitstreams: 1
1029-130.pdf: 6172 bytes, checksum: a6515f3f3810781792d52458c6bc15a7 (MD5)
  Previous issue date: 2021-06",,"pp. 1029-130","Adams-Wiggins, K. R. & Haluska, C. M. (2021). Collaboration and Peer Social Relationships: The Role of Friendships in Middle School Inquiry Science. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1029-130). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7380","https://doi.dx.org/10.22318/icls2021.1029",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Collaboration and Peer Social Relationships: The Role of Friendships in Middle School Inquiry Science","Conference Paper||Poster"
"b1be6d69-8a9d-4ce9-9a54-5fe746aafa18","1/7295",,"Kessner, Taylor||Hayward, Caitlin","Bochum, Germany","2021-10-09T19:52:45Z","2021-10-09T15:50:11Z","2021-10-09T19:52:45Z","2021-10-09T15:50:11Z",,"2021-06","We propose curricular mechanics for motivation as a mechanism by which educators might counteract curriculum violence perpetrated on students at the level of curricular design. We ground our discussion of these curricular mechanics in gameful learning principles and self-determination theory (SDT) (Deci & Ryan, 2002). We outline six examples of such mechanics, drawn from syllabi from courses taught at a large public R1 university.","Made available in DSpace on 2021-10-09T19:52:45Z (GMT). No. of bitstreams: 1
1031-1032.pdf: 191995 bytes, checksum: 481c252773d7c3843052f48a89c4a818 (MD5)
  Previous issue date: 2021-06",,"pp. 1031-1032","Kessner, T. & Hayward, C. (2021). Curriculum Mechanics for Motivation. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1031-1032). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7381","https://doi.dx.org/10.22318/icls2021.1031",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Curriculum Mechanics for Motivation","Conference Paper||Poster"
"e0f5b701-0086-4433-af61-81d33d15ae64","1/7295",,"Cederquist, Steven||Fishman, Barry","Bochum, Germany","2021-10-09T19:52:45Z","2021-10-09T15:50:11Z","2021-10-09T19:52:45Z","2021-10-09T15:50:11Z",,"2021-06","This paper presents employers’ perspectives on how they make sense of students’ cognitive, non-cognitive, and technical ability utilizing data from resumes, academic transcripts, and various interview techniques. Employers’ perspectives on a skill-based transcript as a tool for hiring are also reported. The findings inform the design of future assessment and credentialing infrastructures, with the goal of expanding how knowledge and ability are measured and defined in higher education.","Made available in DSpace on 2021-10-09T19:52:45Z (GMT). No. of bitstreams: 1
1033-1034.pdf: 190384 bytes, checksum: 20dbfe01ead19da80113c162819ad308 (MD5)
  Previous issue date: 2021-06",,"pp. 1033-1034","Cederquist, S. & Fishman, B. (2021). Expanding How We Record and Report Learning:  Exploring Employers’ Perspectives. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1033-1034). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7382","https://doi.dx.org/10.22318/icls2021.1033",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Expanding How We Record and Report Learning:  Exploring Employers’ Perspectives","Conference Paper||Poster"
"d40da6f3-ab64-4be2-befd-4ea1f28b4e48","1/7295",,"Silvis, Deborah||Elliott, Colin Hennessy","Bochum, Germany","2021-10-09T19:52:45Z","2021-10-09T15:50:11Z","2021-10-09T19:52:45Z","2021-10-09T15:50:11Z",,"2021-06","The inclusion of robots, robotics kits, and other automated tools and apps in educational settings leads us to consider hidden assumptions and implicit theories that robots encode. This paper draws critical attention to advances in automation by examining two current uses of robots in learning designs. Drawing on recent ideas in STS (Suchman, 2011) and Critical Code Studies (Benjamin, 2019), we  analyze two categories of automated agents- competitive robots built by youth and coding robots used by young children.","Made available in DSpace on 2021-10-09T19:52:45Z (GMT). No. of bitstreams: 1
1035-1036.pdf: 202752 bytes, checksum: 5fe58bf360db4d2ec7f09042fbbdf3f2 (MD5)
  Previous issue date: 2021-06",,"pp. 1035-1036","Silvis, D. & Elliott, C. H. (2021). Why Robots?: Historicizing Engineered Imaginaries and Coded Visions of Learning. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1035-1036). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7383","https://doi.dx.org/10.22318/icls2021.1035",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Why Robots?: Historicizing Engineered Imaginaries and Coded Visions of Learning","Conference Paper||Poster"
"5d841fad-1ba1-46eb-9154-acb31f3a5505","1/7295",,"Mathayas, Nitasha","Bochum, Germany","2021-10-09T19:52:46Z","2021-10-09T15:50:11Z","2021-10-09T19:52:46Z","2021-10-09T15:50:11Z",,"2021-06","Studies on gesture-based learning environments show that student science learning is enhanced by gesturing, but few studies describe students' challenges using gesture-augmented technology for learning. I examined students' representational challenges when using a gesture-augmented simulation to learn thermal conduction. Using grounded coding to analyze three middle school students' videos using the simulation, operational and conceptual challenges emerged as pertinent factors impacting their sensemaking. Implications and suggestions for further research follow.","Made available in DSpace on 2021-10-09T19:52:46Z (GMT). No. of bitstreams: 1
1037-1038.pdf: 269522 bytes, checksum: 74ecc32c90df7f6f99c7c3230120dd52 (MD5)
  Previous issue date: 2021-06",,"pp. 1037-1038","Mathayas, N. (2021). Gesture-Based Representational Challenges for Learning Science with Mixed Reality Technologies. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1037-1038). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7384","https://doi.dx.org/10.22318/icls2021.1037",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Gesture-Based Representational Challenges for Learning Science with Mixed Reality Technologies","Conference Paper||Poster"
"d23bdd64-31d3-4c08-a35d-3c5fb2c49436","1/7295",,"Campos, Fabio C.||Hoadley, Christopher","Bochum, Germany","2021-10-09T19:52:46Z","2021-10-09T15:50:11Z","2021-10-09T19:52:46Z","2021-10-09T15:50:11Z",,"2021-06","Civic education initiatives often display conceptual tensions that render program design a Herculean endeavor. In this poster, we map key civic learning tensions and discuss how they relate to critical topics in the learning sciences field. We find that learning scientists are already well-positioned to further understand such tensions and that our research community might benefit from a new research agenda to organize our efforts around civic learning.","Made available in DSpace on 2021-10-09T19:52:46Z (GMT). No. of bitstreams: 1
1039-1040.pdf: 216529 bytes, checksum: 4e9afdef0a8fadb65ff64ff22bda0355 (MD5)
  Previous issue date: 2021-06",,"pp. 1039-1040","Campos, F. C. & Hoadley, C. (2021). Mapping Conceptual Tensions Around Civic Learning. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1039-1040). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7385","https://doi.dx.org/10.22318/icls2021.1039",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Mapping Conceptual Tensions Around Civic Learning","Conference Paper||Poster"
"9265d679-80b6-4974-be3f-e4ee72f67840","1/7295",,"Tsurusaki, Blakely K.||Tzou, Carrie||Conner, Laura D. Carsten","Bochum, Germany","2021-10-09T19:52:46Z","2021-10-09T15:50:11Z","2021-10-09T19:52:46Z","2021-10-09T15:50:11Z",,"2021-06","Materials play an important role in learning. Humans actors use materials in particular ways depending on the context and materials also can shape how human actors use materials. This study explores the dialogical relationship between the participants and materials in suminagashi, a Japanese paper marbling activity. We found that materials that are traditionally thought of as art materials, such as paintbrushes, are used to support practices often considered science practices, such as experimentation.","Made available in DSpace on 2021-10-09T19:52:46Z (GMT). No. of bitstreams: 1
1041-1042.pdf: 265495 bytes, checksum: 2b32af4c068396dec090fa37f3117154 (MD5)
  Previous issue date: 2021-06",,"pp. 1041-1042","Tsurusaki, B. K., Tzou, C., & Conner, L. D. (2021). Materials and participants: A dialogical relationship. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1041-1042). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7386","https://doi.dx.org/10.22318/icls2021.1041",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Materials and participants: A dialogical relationship","Conference Paper||Poster"
"b15a06f7-45ad-4977-b566-3c225a0b3739","1/7295",,"Hira, Avneet||Anderson, Emma","Bochum, Germany","2021-10-09T19:52:46Z","2021-10-09T15:50:11Z","2021-10-09T19:52:46Z","2021-10-09T15:50:11Z",,"2021-06","In this Work in Progress study, we report on eleven educators' teaching experiences from four high schools that have adopted Project-Based Learning (PBL). A majority of the prior PBL research has been limited to programs or courses within traditional schools, and this work furthers the conversation by capturing the educators' experiences while their schools transform into PBL high schools. We illuminate their early transformational experiences with implications for how teachers are supported in such transitions.","Made available in DSpace on 2021-10-09T19:52:46Z (GMT). No. of bitstreams: 1
1043-1044.pdf: 212883 bytes, checksum: dd25a37ef875362f3149da50710dcf34 (MD5)
  Previous issue date: 2021-06",,"pp. 1043-1044","Hira, A. & Anderson, E. (2021). The Heart of the Matter: High School Educators' Experiences of Teaching Project-Based Learning. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1043-1044). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7387","https://doi.dx.org/10.22318/icls2021.1043",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","The Heart of the Matter: High School Educators' Experiences of Teaching Project-Based Learning","Conference Paper||Poster"
"90ca7d9c-decf-425a-9d95-a46a811aa5da","1/7295",,"McCambly, Heather||Villanosa, Krystal||Mackevicius, Claire","Bochum, Germany","2021-10-09T19:52:46Z","2021-10-09T15:50:11Z","2021-10-09T19:52:46Z","2021-10-09T15:50:11Z",,"2021-06","This interview study probes educational grantmakers’ sensemaking of their foundations’ contributions to equity-oriented crises and social movements. We identify emergent themes stemming from how respondents connected their equity commitments to their practice and the ways these connections shifted in the midst of COVID and the Movement for Black Lives. Themes suggest implications for possible futures in educational grantmaking—futures in which grantmakers reimagine their theories of change and power in response to socio-political conditions.","Made available in DSpace on 2021-10-09T19:52:46Z (GMT). No. of bitstreams: 1
1045-1046.pdf: 209429 bytes, checksum: 4185fe7a0956baee184168f75dbeae05 (MD5)
  Previous issue date: 2021-06",,"pp. 1045-1046","McCambly, H., Villanosa, K., & Mackevicius, C. (2021). Educational Grantmakers’ Conceptualizations of Equity. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1045-1046). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7388","https://doi.dx.org/10.22318/icls2021.1045",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Educational Grantmakers’ Conceptualizations of Equity","Conference Paper||Poster"
"8de7d950-689e-4e0b-9034-bb4698168622","1/7295",,"Wen, Huijing||Yang, Hui||Özden, Şule Yılmaz||Shinas, Valerie","Bochum, Germany","2021-10-09T19:52:47Z","2021-10-09T15:50:11Z","2021-10-09T19:52:47Z","2021-10-09T15:50:11Z",,"2021-06","Framed by TPACK and the Technological Integration Planning Cycle, this study explored how a teacher-education course impacted literacy teacher candidates’ TPACK development in designing and teaching unit plans and teacher factors related to effective technology integration. Results supported the role of such a coursework, showing teacher candidates’ technology use related to content and pedagogy but with variability in TPACK application. Teacher candidates’ belief and confidence in technology use influenced their decisions on effective technology integration.","Made available in DSpace on 2021-10-09T19:52:47Z (GMT). No. of bitstreams: 1
1047-1048.pdf: 242578 bytes, checksum: 9b8a64c735721e409bb809106544bf9c (MD5)
  Previous issue date: 2021-06",,"pp. 1047-1048","Wen, H., Yang, H., Özden, Ş. Y., & Shinas, V. (2021). Exploring the Impact of Coursework on Literacy Teacher Candidates’ TPACK Development for Technology-integrated Instructional Planning. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1047-1048). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7389","https://doi.dx.org/10.22318/icls2021.1047",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Exploring the Impact of Coursework on Literacy Teacher Candidates’ TPACK Development for Technology-integrated Instructional Planning","Conference Paper||Poster"
"4e22997a-abf9-4d85-82f3-0971623275bb","1/7295",,"Jona, Kemi||James, Nikki","Bochum, Germany","2021-10-09T19:52:47Z","2021-10-09T15:50:11Z","2021-10-09T19:52:47Z","2021-10-09T15:50:11Z",,"2021-06","We explore the impact instructor perspectives have on the implementation of a virtual work-based learning intervention in community college classrooms. Drawing upon three years of design-based research, we present case studies that illuminate two divergent educator perspectives. Findings suggest that the ways educators take up and incorporate the intervention into their classroom differentially affects the learners’ experience and realized impacts.","Made available in DSpace on 2021-10-09T19:52:47Z (GMT). No. of bitstreams: 1
1049-1050.pdf: 195008 bytes, checksum: 85bcbcaf21d599c989dc4c406e8eada5 (MD5)
  Previous issue date: 2021-06",,"pp. 1049-1050","Jona, K. & James, N. (2021). Introducing Outside Experts into the Classroom: The Mediating Impact of Instructor Beliefs on the Learner Experience. In de Vries, E., Hod, Y., & Ahn, J. (Eds.), Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021. (pp. 1049-1050). Bochum, Germany: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/7390","https://doi.dx.org/10.22318/icls2021.1049",,"en_US","International Society of the Learning Sciences","Proceedings of the 15th International Conference of the Learning Sciences - ICLS 2021.","Learning Sciences","Introducing Outside Experts into the Classroom: The Mediating Impact of Instructor Beliefs on the Learner Experience","Conference Paper||Poster"
