id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.identifier.citation[en_US],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en_US],dc.publisher[en_US],dc.title[en_US],dc.abstract[en_US],dc.type[en_US]
0ce634b7-9e4e-47a3-b169-8c61ab16aa69,1/3768,"Eden, Hal",2020-01-09T20:02:12Z,2019-07-21T00:01:56Z,2020-01-09T20:02:12Z,2019-07-21T00:01:56Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:12Z (GMT). No. of bitstreams: 1
399-407.pdf: 1273698 bytes, checksum: 0c06869d6b6f0ad5806ed74ca7622b2c (MD5)
  Previous issue date: 2002-01","Eden, H. (2002). Getting in on the (Inter)Action: Exploring Affordances for Collaborative Learning in a Context of Informed Participation. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 399-407). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3802,https://doi.dx.org/10.22318/cscl2002.399,en,International Society of the Learning Sciences (ISLS),Getting in on the (Inter)Action: Exploring Affordances for Collaborative Learning in a Context of Informed Participation,"Although considerable attention in the CSCL community has been on distributed-, Web-, or distance-learning applications, there is evidence suggesting that much of learning, particularly in open-ended problem-solving activities based on tacit information, does not occur in isolation but in face-to-face settings. This has led our research to explore ways to develop technologies and media that enhance participation, collaboration, and learning in face-to-face, copresent settings. This paper explores the history of our research on developing such technologies in the context of our Envisionment and Discovery Collaboratory at the Center for LifeLong Learning & Design at the University of Colorado at Boulder, and discusses my research on interface design to support learning and participation in collaborative settings.",Long Papers
812a22ef-5b83-423e-9ba3-4ebf26c31637,1/3768,"Iles, Alastair||Glaser, Daniel||Kam, Matthew||Canny, John",2020-01-09T20:02:12Z,2019-07-21T00:01:57Z,2020-01-09T20:02:12Z,2019-07-21T00:01:57Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:12Z (GMT). No. of bitstreams: 1
408-417.pdf: 747768 bytes, checksum: 71d1e3224d86c2524223da465f655dd2 (MD5)
  Previous issue date: 2002-01","Iles, A., Glaser, D., Kam, M., & Canny, J. (2002). Learning Via Distributed Dialogue: Livenotes and Handheld Wireless Technology. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 408-417). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3803,https://doi.dx.org/10.22318/cscl2002.408,en,International Society of the Learning Sciences (ISLS),Learning Via Distributed Dialogue: Livenotes and Handheld Wireless Technology,"This paper introduces a new learning technology for in-classroom and remote learning. The system and practice is called “Livenotes” and is motivated by the empirical success of peer learning methods, and by theoretical considerations of distributed dialogue among student peers as a facilitator of learning. The technical part of Livenotes is a collaborative whiteboard running on wireless handheld computers. We describe the system and the affordances we have developed for it to support the distributed dialogue model. We then examine the interactive dialogue that resulted from two classroom trials, using transcript captures, and analyze how users developed ways to navigate between pages, organize space on screens, determine whether the system was operational, and create social rapport. Finally, we suggest several issues that researchers can consider in designing collaborative software.",Long Papers
fbebeccd-c787-41e5-a677-098f2181ac3f,1/3768,"Guzdial, Mark||Carroll, Karen",2020-01-09T20:02:12Z,2019-07-21T00:01:57Z,2020-01-09T20:02:12Z,2019-07-21T00:01:57Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:12Z (GMT). No. of bitstreams: 1
418-424.pdf: 183424 bytes, checksum: 622bc56e7db9b78b333710ddb2516d14 (MD5)
  Previous issue date: 2002-01","Guzdial, M. & Carroll, K. (2002). Exploring the Lack of Dialogue in Computer-Supported Collaborative Learning. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 418-424). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3804,https://doi.dx.org/10.22318/cscl2002.418,en,International Society of the Learning Sciences (ISLS),Exploring the Lack of Dialogue in Computer-Supported Collaborative Learning,"Research in collaborative learning has supported the hypothesis that dialogue between peers and between peers and teachers facilitates learning by the participants in the dialogue. Examples of these dialogues show dozens of turns (individual utterances by participants) in a single learning session. In contrast, measurements of interaction from computer-supported collaborative learning environments show that on-line dialogue looks much different, with an average of approximately one posting or less per student per week. Measurements of learning in these environments do suggest learning is occurring, but presumably, not based on the same kind of dialogue described in research on face-to-face collaboration. We explore explanations for how the learning is arising in CSCL environments based on the Vicarious Learning Project (Lee, Dineen, McKendree, & Mayes, 1999; McKendree, Stenning, Mayes, Lee, & Cox, 1998), but in the course of this explanation, two additional hypotheses emerge. We believe that some of the learning in CSCL environments occurs from the observation of the dialogue, the reflection induced by the potential of submitting, and in the interaction between the face-to-face and on-line environments.",Long Papers
ac2c799f-71ec-417e-8e31-2852b656ecb0,1/3768,"Brush, A.J. Bernheim||Bargeron, David||Grudin, Jonathan||Borning, Alan||Gupta, Anoop",2020-01-09T20:02:13Z,2019-07-21T00:01:58Z,2020-01-09T20:02:13Z,2019-07-21T00:01:58Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:13Z (GMT). No. of bitstreams: 1
425-434.pdf: 1980810 bytes, checksum: b8e7213da7454756df7033e6e8856e89 (MD5)
  Previous issue date: 2002-01","Brush, A. B., Bargeron, D., Grudin, J., Borning, A., & Gupta, A. (2002). Supporting Interaction Outside of Class: Anchored Discussions vs. Discussion Boards. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 425-434). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3805,https://doi.dx.org/10.22318/cscl2002.425,en,International Society of the Learning Sciences (ISLS),Supporting Interaction Outside of Class: Anchored Discussions vs. Discussion Boards,"Newsgroups and online discussion boards have long been used to supplement class discussions. We describe a study comparing the use of two systems, WebAnn and EPost, to support class discussion of technical papers in a graduate course. WebAnn is a shared annotation system that supports anchored discussions on web pages, and allows users to easily associate comments with a particular paragraph, phrase, or word in the paper being discussed. EPost is a high-quality conventional discussion board system. In our study, students contributed almost twice as much to the online discussion using WebAnn. WebAnn also encouraged a different discussion style, focused on specific points in the paper. We expected WebAnn discussions to serve as a starting point for in-depth discussions in the classroom; but in fact, online discussions often competed with classroom discussions. We conclude with implications of the study for technology design and the process of its use.",Long Papers
57d9e50e-2379-437b-ae7f-6f3eff479577,1/3768,"Rick, Jochen||Guzdial, Mark||Carroll, Karen||Holloway-Attaway, Lissa||Walker, Brandy",2020-01-09T20:02:13Z,2019-07-21T00:01:58Z,2020-01-09T20:02:13Z,2019-07-21T00:01:58Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:13Z (GMT). No. of bitstreams: 1
435-442.pdf: 286751 bytes, checksum: e6e5fb0dc632302d6b8926a39febb49c (MD5)
  Previous issue date: 2002-01","Rick, J., Guzdial, M., Carroll, K., Holloway-Attaway, L., & Walker, B. (2002). Collaborative Learning at Low Cost: CoWeb Use in English Composition. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 435-442). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3806,https://doi.dx.org/10.22318/cscl2002.435,en,International Society of the Learning Sciences (ISLS),Collaborative Learning at Low Cost: CoWeb Use in English Composition,"CoWeb is a collaborative learning environment used in many classes at Georgia Institute of Technology; it is an extremely simple domain-independent collaboration tool. Our aim is to show that such a simple system can sustain useful peer-to-peer and instructor-to-student interaction that fosters better performance and learning, without incurring a high cost. In this paper, we present evidence of the success of this tool in supporting learning at low cost in one environment—freshmanlevel English classes.",Long Papers
21ed4245-1a03-4d9d-a010-516af5642607,1/3768,"Lakkala, Minna||Ilomäki, Liisa||Lallimo, Jiri||Hakkarainen, Kai",2020-01-09T20:02:13Z,2019-07-21T00:01:59Z,2020-01-09T20:02:13Z,2019-07-21T00:01:59Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:13Z (GMT). No. of bitstreams: 1
443-452.pdf: 241425 bytes, checksum: 980f4b4a1ce6790415b1a62db754e6c8 (MD5)
  Previous issue date: 2002-01","Lakkala, M., Ilomäki, L., Lallimo, J., & Hakkarainen, K. (2002). Virtual Communication in Middle School Students' and Teachers' Inquiry. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 443-452). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3807,https://doi.dx.org/10.22318/cscl2002.443,en,International Society of the Learning Sciences (ISLS),Virtual Communication in Middle School Students' and Teachers' Inquiry,"The aim of the study was to evaluate an innovative learning project in which middle school students and teachers completed chosen, group inquiries through virtual collaboration in a web-based learning environment. The students' task was to accomplish a cross disciplinary inquiry into cultural phenomena. Students worked mainly at home during the project and took much responsibility for their own work and course achievements. The investigators analyzed the content of the students' and teachers' communication in the web-based environment. The findings suggest that the virtual environment was used as a communication tool for organizing the collaborative work more than as a genuine knowledge-building tool. Also, the tension between the conventional school culture and the novel working practices apparently affected students' participation and patterns of activity in the course.",Long Papers
d7811bab-c2a3-490d-b941-741133687ab0,1/3768,"Hoadley, Christopher Plekss",2020-01-09T20:02:14Z,2019-07-21T00:01:59Z,2020-01-09T20:02:14Z,2019-07-21T00:01:59Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:14Z (GMT). No. of bitstreams: 1
453-462.pdf: 245059 bytes, checksum: d005232c5a242fd346b62bbd00b6b45f (MD5)
  Previous issue date: 2002-01","Hoadley, C. P. (2002). Creating Context: Design-based Research in Creating and Understanding CSCL. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 453-462). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3808,https://doi.dx.org/10.22318/cscl2002.453,en,International Society of the Learning Sciences (ISLS),Creating Context: Design-based Research in Creating and Understanding CSCL,"One of the biggest challenges in helping students learn via CSCL is embedding their work in appropriate social contexts and helping create a culture of inquiry and collaboration. This article describes how design-based research allowed the deliberate evolution of a set of tools and practices to help students collaborate effectively. The SpeakEasy, one of the earliest Web-based discussion boards, was evolved from prior discussion tools, adapted to an Internet-based science learning environment, and evolved to work with both online and offline classroom projects and practices. Research conducted as part of the evolution shows how social cues can be used to help students develop an integrated understanding of science. Implications for the design of socio-technical systems are discussed.",Long Papers
970c55d1-d1c1-4260-8f39-4d2199f27b54,1/3768,"Löhner, Simone||van Joolingen, Wouter",2020-01-09T20:02:14Z,2019-07-21T00:02:00Z,2020-01-09T20:02:14Z,2019-07-21T00:02:00Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:14Z (GMT). No. of bitstreams: 1
463-471.pdf: 268607 bytes, checksum: 9239d8f7b76afe32cf8fe5ab33c49ea9 (MD5)
  Previous issue date: 2002-01","Löhner, S. & van Joolingen, W. (2002). The Effect of Representations on Communication and Product during Collaborative Modeling. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 463-471). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3809,https://doi.dx.org/10.22318/cscl2002.463,en,International Society of the Learning Sciences (ISLS),The Effect of Representations on Communication and Product during Collaborative Modeling,"In this paper we investigate the effect of different external representations on the process and product of collaborative computer modeling tasks. Shared representations can significantly influence the processes of modeling and communication. In order to find the specific benefits of two different representations, we compare pairs working on a collaborative modeling task using a text based model representation with others using a graphical representation. The learners, secondary school students, used the modeling representation for two hours working on a task in the domain of physics. Results indicate that the two representations support different phases of the modeling process.",Long Papers
6163cd03-4932-43fa-ad70-5030b4170636,1/3768,"Suthers, Daniel D.||Hundhausen, Christopher D.",2020-01-09T20:02:14Z,2019-07-21T00:02:00Z,2020-01-09T20:02:14Z,2019-07-21T00:02:00Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:14Z (GMT). No. of bitstreams: 1
472-480.pdf: 221700 bytes, checksum: c021fb7f23a5b145bf1cb5438437acc7 (MD5)
  Previous issue date: 2002-01","Suthers, D. D. & Hundhausen, C. D. (2002). The Effects of Representation on Students' Elaborations in Collaborative Inquiry. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 472-480). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3810,https://doi.dx.org/10.22318/cscl2002.472,en,International Society of the Learning Sciences (ISLS),The Effects of Representation on Students' Elaborations in Collaborative Inquiry,"In order to better understand how software design choices may influence students’ collaborative learning, we conducted a study of the influence of tools for constructing representations of evidential models on collaborative learning processes and outcomes. Pairs of participants worked with one of three representations (matrix, graph, text) while investigating a complex public health problem. Focusing on students’ collaborative investigative processes and post-hoc essays, we present several analyses that assess the impact of representation type on students’ elaborations of their emerging knowledge. Our analyses indicate significant impacts on the extent to which students revisit knowledge and the likelihood that they will use that knowledge later.",Long Papers
16ab2472-7064-4a11-ab93-aaf16663a299,1/3768,"Hübscher-Younger, Teresa||Narayanan, N. Hari",2020-01-09T20:02:14Z,2019-07-21T00:02:01Z,2020-01-09T20:02:14Z,2019-07-21T00:02:01Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:14Z (GMT). No. of bitstreams: 1
481-489.pdf: 209266 bytes, checksum: 2746e414de61194f7dcef83ecfe6b61c (MD5)
  Previous issue date: 2002-01","Hübscher-Younger, T. & Narayanan, N. H. (2002). Influence of Authority on Convergence in Collaborative Learning. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 481-489). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3811,https://doi.dx.org/10.22318/cscl2002.481,en,International Society of the Learning Sciences (ISLS),Influence of Authority on Convergence in Collaborative Learning,"Teachers and students have established social roles, norms and conventions when they encounter Computer-Supported Collaborative Learning (CSCL) systems in the classroom. Authority, a major force in the classroom, gives certain people, objects, representations or ideas the power to affect thought and behavior and influences communication and interaction. Effective computer-supported collaborative learning requires students and teachers to change how they understand and assign authority. This paper describes two studies in which students’ perceptions of authority led to learning difficulties while they were engaged in collaborative learning. Students converged on either a representation or representational style that they believed was authoritative instead of basing their choice on how well the available representations communicated a concept. Methods to help students avoid such premature convergence are suggested.",Long Papers
fbab37bf-3275-41c5-9b3f-9c658edce1e8,1/3768,"Kusunoki, Fusako||Sugimoto, Masanori||Hashizume, Hiromichi",2020-01-09T20:02:15Z,2019-07-21T00:02:01Z,2020-01-09T20:02:15Z,2019-07-21T00:02:01Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:15Z (GMT). No. of bitstreams: 1
491-492.pdf: 163610 bytes, checksum: fdfa841bd70fd9f5dab1d978b007b2cc (MD5)
  Previous issue date: 2002-01","Kusunoki, F., Sugimoto, M., & Hashizume, H. (2002). Symphony-Q: A Support System for Learning Music through Collaboration. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 491-492). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3812,https://doi.dx.org/10.22318/cscl2002.491,en,International Society of the Learning Sciences (ISLS),Symphony-Q: A Support System for Learning Music through Collaboration,"This paper describes the Symphony-Q support system for learning music. This system integrates a sensing board and a computer, and is used for collaborative learning in a face-to-face setting. One of the aims of Symphony-Q is to enhance music experiences: children who do not have music skills can easily participate in music learning, enjoy making sounds, and play rhythmically to music in collaboration with others. The paper discusses comments and feedback from school children and their teachers, which were collected during experiments with Symphony-Q carried out in a Japanese public elementary school.",Short Papers
1c94319d-57b6-4705-84ad-e6dd1595e14a,1/3768,"Furugori, Nobuko||Sato, Hirotaka||Ogata, Hiroaki||Ochi, Youji||Yano, Yoneo",2020-01-09T20:02:15Z,2019-07-21T00:02:01Z,2020-01-09T20:02:15Z,2019-07-21T00:02:01Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:15Z (GMT). No. of bitstreams: 1
493-494.pdf: 294266 bytes, checksum: 753551abdad31aa2b63f794683db4926 (MD5)
  Previous issue date: 2002-01","Furugori, N., Sato, H., Ogata, H., Ochi, Y., & Yano, Y. (2002). COALE: Collaborative and Adaptive Learning Environment. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 493-494). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3813,https://doi.dx.org/10.22318/cscl2002.493,en,International Society of the Learning Sciences (ISLS),COALE: Collaborative and Adaptive Learning Environment,"This paper proposes a new adaptive WBT (Web Based Training) environment for collaborative learning named COALE (Collaborative and Adaptive Learning Environment). COALE is an integrated environment of collaborative learning into individual learning based on WBT with active personalized awareness provider. We propose a personalized active recommendation system, which gives proper awareness at proper timing for each learner to support dynamic course organization aimed at effective and efficient learning.",Short Papers
554c5197-5288-45e2-a389-2335e4de2030,1/3768,"Zapata-Rivera, Juan-Diego||Greer, Jim",2020-01-09T20:02:15Z,2019-07-21T00:02:02Z,2020-01-09T20:02:15Z,2019-07-21T00:02:02Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:15Z (GMT). No. of bitstreams: 1
495-496.pdf: 112824 bytes, checksum: a6d87520962a00da93a2da6cbff3aaa4 (MD5)
  Previous issue date: 2002-01","Zapata-Rivera, J. & Greer, J. (2002). Construction and Inspection of Learner Models. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 495-496). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3814,https://doi.dx.org/10.22318/cscl2002.495,en,International Society of the Learning Sciences (ISLS),Construction and Inspection of Learner Models,"Learners working on the creation of conceptual maps become involved in a creative learning activity that involves “making sense” of new concepts and their relationships through modelling. These models can be seen as representations of the learners’ understanding of a particular topic domain. During subsequent learning activities, students can reflect upon the models they have built. In addition to domain knowledge, models can contain information about learners’ knowledge profiles and social aspects of learning. This paper explores different ways to interact with models in order to support reflection, negotiated assessment, and knowledge awareness. We have developed ConceptLab, a knowledge construction and navigation system that uses XML-based conceptual maps to represent the learner’s view of the domain. ConceptLab has been used by students and teachers as part of an exploratory study carried out in a Colombian elementary school.",Short Papers
50ae1f06-48a7-4dae-bdb2-9fc9f0fb033d,1/3768,"Fischer, Frank||Troendle, Pamela||Mandl, Heinz",2020-01-09T20:02:16Z,2019-07-21T00:02:02Z,2020-01-09T20:02:16Z,2019-07-21T00:02:02Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:16Z (GMT). No. of bitstreams: 1
497-498.pdf: 108781 bytes, checksum: 4d89c1b9270316b7f71d40ecf85684d9 (MD5)
  Previous issue date: 2002-01","Fischer, F., Troendle, P., & Mandl, H. (2002). Using the Internet to Improve University Education: Problem-oriented Web-based Learning with MUNICS. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 497-498). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3815,https://doi.dx.org/10.22318/cscl2002.497,en,International Society of the Learning Sciences (ISLS),Using the Internet to Improve University Education: Problem-oriented Web-based Learning with MUNICS,"Up to this point, university education has largely remained unaffected by the developments of novel approaches to web-based learning. The paper presents a principled approach to the design of problem-oriented, web-based learning at the university level. The principles include providing authentic contexts with multimedia, supporting collaborative knowledge construction, making thinking visible with dynamic visualization, quick access to content resources via Information and Communication Technologies (ICT), and flexible support by tele-tutoring. These principles are used in the Munich Net-based Learning In Computer Science (MUNICS) learning environment, which is designed to support students of computer science to apply their factual knowledge from the lectures to complex real-world problems. For example, students can model the knowledge management in an educational organization with a graphical simulation tool. Some more general findings from a formative evaluation study with the MUNICS prototype are reported and discussed. E.g., the students’ ignorance of the additional content resources is discussed in the light of the well-known finding of insufficient use of help systems in software applications.",Short Papers
611e8e74-3309-4667-b65c-e2e8e9908316,1/3768,"Scharff, Eric",2020-01-09T20:02:16Z,2019-07-21T00:02:02Z,2020-01-09T20:02:16Z,2019-07-21T00:02:02Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:16Z (GMT). No. of bitstreams: 1
499-500.pdf: 102049 bytes, checksum: dbb7535517ffe8faff4c13b3827c6645 (MD5)
  Previous issue date: 2002-01","Scharff, E. (2002). Applying Open Source Principles to Collaborative Learning Environments. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 499-500). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3816,https://doi.dx.org/10.22318/cscl2002.499,en,International Society of the Learning Sciences (ISLS),Applying Open Source Principles to Collaborative Learning Environments,"Open source software provides an example not only of a viable software development methodology, but also a model for collaborative construction of artifacts. Open source communities exemplify principles that are important in collaborative learning environments. This paper explores how open source efforts can be used as inspiration for the creation of collaborative learning experiences in a university course. Concrete public deliverables and use of collaborative technology help students explore ill-defined projects that are personally meaningful. This paper provides a description of open source principles, their role in designing collaborative learning experiences, the application of these principles in a university course, and the findings based on analysis of course projects and collaborative technology.",Short Papers
30dcfed4-c068-422c-8410-8b463ed573b4,1/3768,"Ellis, Jason B.||Bruckman, Amy S.",2020-01-09T20:02:16Z,2019-07-21T00:02:02Z,2020-01-09T20:02:16Z,2019-07-21T00:02:02Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:16Z (GMT). No. of bitstreams: 1
501-502.pdf: 87945 bytes, checksum: 0a3e43f1340fdc774070b5ba026e2337 (MD5)
  Previous issue date: 2002-01","Ellis, J. B. & Bruckman, A. S. (2002). Different Achievement in Online Oral History. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 501-502). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3817,https://doi.dx.org/10.22318/cscl2002.501,en,International Society of the Learning Sciences (ISLS),Different Achievement in Online Oral History,"The Internet has made it possible to incorporate adult mentors in the classroom in ways that it would have been difficult or impossible to do previously. As we move forward with such projects, it is important for us to consider what these adults contribute to the learning process. Palaver Tree Online is an online community that supports kids interviewing elders to build up a shared database of oral history. In this paper, we give a brief overview of two case studies of kids in Palaver Tree. In addition, we propose a new role for adults in aiding students having difficulty.",Short Papers
ffdb5750-3228-480b-b62b-0180696a3fdb,1/3768,"Beardon, Colin||Ehn, Pelle||Malmborg, Lone",2020-01-09T20:02:16Z,2019-07-21T00:02:03Z,2020-01-09T20:02:16Z,2019-07-21T00:02:03Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:16Z (GMT). No. of bitstreams: 1
503-504.pdf: 100390 bytes, checksum: 62411cd3936534a5900bedb7bcb06ba2 (MD5)
  Previous issue date: 2002-01","Beardon, C., Ehn, P., & Malmborg, L. (2002). Design of Augmented Creative Environments. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 503-504). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3818,https://doi.dx.org/10.22318/cscl2002.503,en,International Society of the Learning Sciences (ISLS),Design of Augmented Creative Environments,In this short paper we present the conceptual framework underlying research projects in a newly established research studio concerned with the design of technology-augmented creative environments. The studio investigates design-oriented collaborative environments for inspirational learning with demands on discovery and creative spaces. This is integrated with inquiries into artistic performance as creative practices. We have a collaborative learning research approach and emphasize the importance of place and body (synkinaesthetics) in collaborative learning. Important contexts are performing arts as creative practices and inspirational learning in design education.,Short Papers
2b37ed0e-757c-44b1-9a78-4c884d9f180c,1/3768,"Owensby, JaKita N.||Kolodner, Janet L.",2020-01-09T20:02:17Z,2019-07-21T00:02:03Z,2020-01-09T20:02:17Z,2019-07-21T00:02:03Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:17Z (GMT). No. of bitstreams: 1
505-506.pdf: 108407 bytes, checksum: 9adca94620a5d9be711219e33c5a826f (MD5)
  Previous issue date: 2002-01","Owensby, J. N. & Kolodner, J. L. (2002). Case Application Suite: Promoting Collaborative Case Application in Learning By Design Classrooms. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 505-506). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3819,https://doi.dx.org/10.22318/cscl2002.505,en,International Society of the Learning Sciences (ISLS),Case Application Suite: Promoting Collaborative Case Application in Learning By Design Classrooms,"Transfer means extending what has been learned in one context to new contexts. This paper addresses the application part of transfer. For novice problem solvers, applying cases can be a difficult task. Case-based Reasoning (Kolodner, 1993; Schank, 1982) makes some suggestions for promoting good case application. Learning By Design (LBD) (Kolodner et al., 1998) builds on case-based reasoning and constructivist approaches to learning as well as classroom practices from problem based learning and communities of learners, to support both collaborative learning and learning from hands-on activities (Kolodner & Nagel, 1999). The software component to LBD, SMILE (Supportive Multi-User Interactive Learning Environment), was designed to promote the kinds of reflection that case-based reasoning suggests are needed to learn from experience. Among other tools, SMILE consisted of a Case Authoring Tool, whose role was to scaffold student’s reading of an expert case such that they could write it up to present to the rest of the class. Although this tool did approach students’ understanding of an expert case, it did not approach students’ application of that case to their challenge. This paper reports on the Case Application Tool Suite (CATS), which supports four stages of case application – case interpretation, matching, solution application, and solution assessment. This tool suite builds on our experiences with scaffolding design discussions (with the Design Discussion Area (DDA)) and scaffolds both case application and collaborative learning in a project-based environment.",Short Papers
65e38480-600a-43f1-8fed-6973d2e0c632,1/3768,"Johnson, Brian R.",2020-01-09T20:02:17Z,2019-07-21T00:02:03Z,2020-01-09T20:02:17Z,2019-07-21T00:02:03Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:17Z (GMT). No. of bitstreams: 1
507-508.pdf: 111094 bytes, checksum: c38737e7f7ebdc6e18c5afe7bb897663 (MD5)
  Previous issue date: 2002-01","Johnson, B. R. (2002). Compadres: Lightweight Support for Distributed Collaborators. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 507-508). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3820,https://doi.dx.org/10.22318/cscl2002.507,en,International Society of the Learning Sciences (ISLS),Compadres: Lightweight Support for Distributed Collaborators,"Design education has a strong reliance on passive presence awareness and unfocused interaction. This paper reports on Compadres, a system for support of distributed collaborators through creation of group presence awareness on the web. Compadres provides various configurable communications options, in both synchronous and asynchronous modes, including links for email, chat, and file transfer. It includes two levels of presence awareness: current status and an extended radar view providing ""asynchronous presence."" The system supports itinerant, or mobile, users (such as students) as well as situated users (such as faculty). Our experiences with Compadres, which has been used by several classes and our research group, support those of others regarding the power of presence and messaging in supporting group cohesion, and indicate that it is possible to support infrequent or occasional collaboration as well as frequent interaction via the web.",Short Papers
41a8619a-d488-44d1-8a1c-d4822348aca8,1/3768,"Janneck, Michael||Bleek, Wolf-Gideon",2020-01-09T20:02:17Z,2019-07-21T00:02:03Z,2020-01-09T20:02:17Z,2019-07-21T00:02:03Z,2002-01,"Made available in DSpace on 2020-01-09T20:02:17Z (GMT). No. of bitstreams: 1
509-510.pdf: 111293 bytes, checksum: 8d083e95c7505bf807c050d8cf328279 (MD5)
  Previous issue date: 2002-01","Janneck, M. & Bleek, W. (2002). Project-based Learning with CommSy. In Stahl, G. (Eds.), Computer Support for Collaborative Learning: Foundations for a CSCL Community (pp. 509-510). Boulder, CO, USA: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/3821,https://doi.dx.org/10.22318/cscl2002.509,en,International Society of the Learning Sciences (ISLS),Project-based Learning with CommSy,"Project-based learning has long been an important element in teaching informatics topics, because it allows students to acquire important social and methodological competences in addition to professional competence. Groupware systems are increasingly used in such settings. In our paper, we present the didactic concept we have applied to more than ten cooperative educational projects over the last few years. We describe how electronic media have become an integral part of our concept and we introduce CommSy a web-based application, designed specifically to fit the needs of project-based learning.",Short Papers
