id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.identifier.citation[en_US],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en_US],dc.publisher[en_US],dc.title[en_US],dc.abstract[en_US],dc.type[en_US]
b68a3758-bd28-41b4-bfe0-5df47f82df94,1/4230,"Kozma, Robert||Lang, Ruth||Schlager, Mark||Schank, Patricia",2020-02-17T01:55:05Z,2020-02-16T20:31:17Z,2020-02-17T01:55:05Z,2020-02-16T20:31:17Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:05Z (GMT). No. of bitstreams: 1
15-15.pdf: 32277 bytes, checksum: b326af7fb8b847c1f5bec644306c2ca1 (MD5)
  Previous issue date: 1997-12","Kozma, R., Lang, R., Schlager, M., & Schank, P. (1997). Virtual Places: A Heterogeneous Network Architecture to Support Distant Learning and Collaborative Science Simulations. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4241,https://doi.dx.org/10.22318/cscl1997.15,en,International Society of the Learning Sciences (ISLS),Virtual Places: A Heterogeneous Network Architecture to Support Distant Learning and Collaborative Science Simulations,"With funding from the National Science Foundation, we are conducting an interdisciplinary program of social science and computer science research to develop a network-based learning environment that facilitates highly interpersonal learning and collaboration at a distance. We want to support student learning by situating it within a set of social relationships, functional places, collaborative activities, and authentic discourse.",Posters
ae423787-2912-4d09-95e4-6bc28f40d80a,1/4230,"Hosoya, Katsumi||Kawanobe, Akihisa||Kakuta, Susumu||Sharma, Munish",2020-02-17T01:55:06Z,2020-02-16T20:31:24Z,2020-02-17T01:55:06Z,2020-02-16T20:31:24Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:06Z (GMT). No. of bitstreams: 1
158-165.pdf: 560954 bytes, checksum: a11ecd2b93c2e33bd23612ed8df4d26b (MD5)
  Previous issue date: 1997-12","Hosoya, K., Kawanobe, A., Kakuta, S., & Sharma, M. (1997). Interactive Cooperative Learning System Based on Virtual Shared Space: HyCLASS. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4242,https://doi.dx.org/10.22318/cscl1997.158,en,International Society of the Learning Sciences (ISLS),Interactive Cooperative Learning System Based on Virtual Shared Space: HyCLASS,"A collaborative educational system has been designed that enables several students in distant locations to share a virtual three-dimensional space. It can be used to perform virtual experiments and carry out creative tasks. Students can dynamically create a new object and modify its properties. The system maintains a consistent status of the virtual space as seen by each student present in a room. An efficient communication method to maintain this consistency is proposed. Within the virtual space, the threedimensional materials are based on OMG-CORBA, a distributed object modeling architecture. Furthermore a method to create a new object and modify its properties is also introduced. Lastly, after developing and implementing the prototype system, we evaluate the various issues centering on the proposed methods.",Parallel Session Papers
85c3e087-7f15-4a0c-9013-9118ec408d72,1/4230,"Kozma, Robert",2020-02-17T01:55:06Z,2020-02-16T20:31:17Z,2020-02-17T01:55:06Z,2020-02-16T20:31:17Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:06Z (GMT). No. of bitstreams: 1
16-16.pdf: 32825 bytes, checksum: 9f46fbf5e3a69a24aa40499fbd397ad6 (MD5)
  Previous issue date: 1997-12","Kozma, R. (1997). A Comparison of Students’ Collaboration While Conducting Chemistry Wet Lab Experiments and While Using Molecular Design Software. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4243,https://doi.dx.org/10.22318/cscl1997.16,en,International Society of the Learning Sciences (ISLS),A Comparison of Students’ Collaboration While Conducting Chemistry Wet Lab Experiments and While Using Molecular Design Software,"How does student collaboration differ in the wet lab and computer lab? How do different tools and representations influence the kind of discourse that occurs and the understanding that students achieve? As part of an interdisciplinary program of research to design and develop a network-based learning environment that facilitates learning and collaboration at a distance, we conducted a study of college chemistry students, as they were engaged in collaborative activities in the real world.",Posters
0cf7e95e-8d9d-4d6e-9176-47efff8f932d,1/4230,"Graves, David||Klawe, Maria",2020-02-17T01:55:06Z,2020-02-16T20:31:25Z,2020-02-17T01:55:06Z,2020-02-16T20:31:25Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:06Z (GMT). No. of bitstreams: 1
166-176.pdf: 175827 bytes, checksum: 5e70ad7c88272215645775ae6e058b1e (MD5)
  Previous issue date: 1997-12","Graves, D. & Klawe, M. (1997). Supporting Learners in a Remote CSCL Environment: The Importance of Task and Communication. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4244,https://doi.dx.org/10.22318/cscl1997.166,en,International Society of the Learning Sciences (ISLS),Supporting Learners in a Remote CSCL Environment: The Importance of Task and Communication,"This paper describes novel research in the area of remote Computer-Supported Collaborative Learning (CSCL). A multi-media activity (Builder) was designed to allow a pair of players to build a house together, each working from their own computer. Features of the activity include: interactive graphical interface, two- and three-dimensional views, sound feedback, and real-time written and spoken communication. Mathematical concepts, including area, perimeter, volume, and tiling of surfaces, are embedded in the task. A field study with 134 elementary school children was undertaken to assess the learning and collaborative potential of the activity. Specifically the study addressed how different modes of communication and different task directives affected learning, interpersonal attitudes, and the perceived value and enjoyment of the task. It was found that playing led to academic gains in the target math areas, and that the nature of how the task was specified significantly impacted the size of the gains. The mode of communication was found to affect attitudes towards the game and the player's partner. Gender differences were found in attitude to game, communication and partner.",Parallel Session Papers
1814eaeb-ec84-4d71-9cf7-a0cec57083a4,1/4230,"Kupperman, Jeff",2020-02-17T01:55:06Z,2020-02-16T20:31:17Z,2020-02-17T01:55:06Z,2020-02-16T20:31:17Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:06Z (GMT). No. of bitstreams: 1
17-17.pdf: 33700 bytes, checksum: 2bcf90714fa3c6f64cb609b2b46dbb4b (MD5)
  Previous issue date: 1997-12","Kupperman, J. (1997). Intercultural Telementoring in a Ninth Grade Creative Writing Project. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4245,https://doi.dx.org/10.22318/cscl1997.17,en,International Society of the Learning Sciences (ISLS),Intercultural Telementoring in a Ninth Grade Creative Writing Project,"The Internet has made it possible for students to interact with distant ""telementors"" having a certain area of expertise, but telementoring as a way of fostering intercultural communication is an idea that has been little explored. In this pilot project, five 9th grade students in the United States sent e-mail letters to telementors from three African countries, and they used the replies to rewrite an invented ""folk tale"" they had previously written for class. The letters asked questions that would allow the students to construct richer, more accurate settings for their stories. Each student received replies from at least two telementors. The rewritten stories were published on the World Wide Web.",Posters
14abd610-3746-4563-b0b7-f3445ced939c,1/4230,"Schlager, Mark S.||Schank, Patricia K.",2020-02-17T01:55:07Z,2020-02-16T20:31:25Z,2020-02-17T01:55:07Z,2020-02-16T20:31:25Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:07Z (GMT). No. of bitstreams: 1
177-186.pdf: 1217167 bytes, checksum: 69e3f54aaeda416ae23742143f114c9a (MD5)
  Previous issue date: 1997-12","Schlager, M. S. & Schank, P. K. (1997). TAPPED IN: A New On-line Teacher Community Concept for the Next Generation of Internet Technology. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4246,https://doi.dx.org/10.22318/cscl1997.177,en,International Society of the Learning Sciences (ISLS),TAPPED IN: A New On-line Teacher Community Concept for the Next Generation of Internet Technology,"K-12 education reform research suggests that new models of teacher professional development (TPD) are needed to establish and support communities of teachers engaged in school reform. We are working with several TPD organizations to develop a new online TPD community concept called TAPPED IN. Together, we are forging what we believe will be a selfsustaining TPD community in an on-line environment that enables us to employ existing Internet technology to study modes of collaboration embodied by nextgeneration commercial Internet technologies. In this paper, we present the theoretical foundations of our concept, the rationale behind the design of the TAPPED IN virtual environment, and our community-building approach.",Parallel Session Papers
8bc171a9-2be1-4df0-9e44-4eea2dfe2645,1/4230,"Laferrière, Thérèse||Breuleux, Alain||Bracewell, Robert",2020-02-17T01:55:07Z,2020-02-16T20:31:17Z,2020-02-17T01:55:07Z,2020-02-16T20:31:17Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:07Z (GMT). No. of bitstreams: 1
18-18.pdf: 38558 bytes, checksum: 6775773a87fb0135d395a9059de9e1ac (MD5)
  Previous issue date: 1997-12","Laferrière, T., Breuleux, A., & Bracewell, R. (1997). TeleLearning and Interconnected Learning Communities. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4247,https://doi.dx.org/10.22318/cscl1997.18,en,International Society of the Learning Sciences (ISLS),TeleLearning and Interconnected Learning Communities,"Members of The TeleLearning Network of Centres of Excellence, funded in September 1995 through the Social Science Research Council of Canada, will present the social structures of interconnected learning communities growing out of well-established partnerships, learning activities, and social interactions involving high school learners, student teachers, teachers, and teacher educators. Applied to the education of educators, the notion of learning community stresses the importance that the entire communication process (between students, between schools, between undergraduates already linked to different schools, between undergraduates and teachers or university supervisors and professors, etc.) constitute a system dominated by complementary, knowledge building and common sharing, creating therefore an environment imbued with continuous transformation. The research question of ""How can telelearning tools contribute to the creation of functional and collaborative communities of practice?"" is being investigated. The websites TACT and Virtual U support these collaborative activities.",Posters
3cdc3338-d8c4-4647-9d8b-537e11a50f56,1/4230,"Kupperman, Jeff||Wallace, Raven||Bos, Nathan",2020-02-17T01:55:07Z,2020-02-16T20:31:25Z,2020-02-17T01:55:07Z,2020-02-16T20:31:25Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:07Z (GMT). No. of bitstreams: 1
187-193.pdf: 390706 bytes, checksum: 71a057fb3ed5067e534383212886c830 (MD5)
  Previous issue date: 1997-12","Kupperman, J., Wallace, R., & Bos, N. (1997). Ninth Graders’ Use of a Shared Database in an Internet Research Project: Issues of Collaboration and Knowledge-Building. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4248,https://doi.dx.org/10.22318/cscl1997.187,en,International Society of the Learning Sciences (ISLS),Ninth Graders’ Use of a Shared Database in an Internet Research Project: Issues of Collaboration and Knowledge-Building,"In a student Internet research project, 82 ninth-grade students created and used a shared bibliographic database of resources which they found on the World Wide Web. This paper analyzes the students' use of the database in terms of two dimensions: 1) how much students were involved in collaboration as opposed to individually-oriented activities, and 2) how much they were oriented toward knowledge-building as opposed to focusing on completing discrete tasks. Although students used the database in various ways during the project, we saw little evidence of knowledge-oriented activities. We discuss challenges and issues related to supporting greater knowledge orientation in collaborative student Internet projects.",Parallel Session Papers
c88a78e9-dc4e-4207-a027-97d2730c492b,1/4230,"Lin, Xiaodong||Sipusic, Mike||Morse, Doug||Cohen, Bruce",2020-02-17T01:55:07Z,2020-02-16T20:31:18Z,2020-02-17T01:55:07Z,2020-02-16T20:31:18Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:07Z (GMT). No. of bitstreams: 1
19-19.pdf: 23876 bytes, checksum: a55fc04859851d66ac682d95f027c69c (MD5)
  Previous issue date: 1997-12","Lin, X., Sipusic, M., Morse, D., & Cohen, B. (1997). Technological Support for Designers’ Reflection on Tacit Learning Processes at Points of Social Contrasts and Comparisons. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4249,https://doi.dx.org/10.22318/cscl1997.19,en,International Society of the Learning Sciences (ISLS),Technological Support for Designers’ Reflection on Tacit Learning Processes at Points of Social Contrasts and Comparisons,"How do professional instructional designers expand their knowledge and flexibility in designing? In the workplace, instructional designers work with other specialists, but rarely work with other instructional designers. This isolation from their peers, eliminates the possibilities for social learning through observation, and constrains designers' growth to individual reflection on their own practice. While professional growth through reflective practice is ubiquitous, there are a number of known difficulties that constrain the amount of growth. Because routine expertise is tacit, it is difficult for designers to articulate the thinking that supports their routine practices. Without articulation, reflection cannot proceed. A related ""constructivist"" problem, the tendency to perceive current situations as variants of prior situations, acts as a filter on detecting novelty in new situations.",Posters
17a2c93a-8959-4fa2-b6e8-3598cae3cb1a,1/4230,"Shaffer, David Williamson",2020-02-17T01:55:08Z,2020-02-16T20:31:27Z,2020-02-17T01:55:08Z,2020-02-16T20:31:27Z,1997-12,"Made available in DSpace on 2020-02-17T01:55:08Z (GMT). No. of bitstreams: 1
194-199.pdf: 814728 bytes, checksum: 62dc69460de63ef14f85bf885da9fc40 (MD5)
  Previous issue date: 1997-12","Shaffer, D. W. (1997). Design, Collaboration, and Computation: the design studio as a model for computer-supported collaboration in mathematics. In Hall, R., Miyake, N., & Enyedy, N. (Eds.), CSCL '97: The Second International Conference on Computer Support for Collaborative Learning. Toronto, Ontario: International Society of the Learning Sciences.",https://repository.isls.org//handle/1/4250,https://doi.dx.org/10.22318/cscl1997.194,en,International Society of the Learning Sciences (ISLS),"Design, Collaboration, and Computation: the design studio as a model for computer-supported collaboration in mathematics","The introduction of computational media to education has madethe idea of learning in an open-ended, design-based environment appealing to educators. One important feature of such environments is the extent to which students are able to collaborate with teachers, experts with their peers without losing control away their control of their own learning process. This paper looks at the architectural design studio as a model for dealing with this balance between control and collaboration in open-endedlearning. In particular, this paper looks at using computers to create a ""mathematics studio"" where students learn mathematics using the pedagogy of the design studio. The paper presents two studies: one of how the design studio provides a model for collaborative work, the other exploring the use of computers to adapt the studio model to mathematics learning. 'Ihese two studies show that the design studio can provide an effective model for thinking about collaboration through design activities, and that the design studio model can be used successfully in mathematics learning with the help of computer technology. This research also suggests that whatever model we take for supporting collaborative activities, students' experiences of collaboration strongly influenced by their senseof control over their learning process. Keywords: architecture education, collaborative learning, computers and learning, design education, design studio, ethnographic case studies, interview studies, mathematics education, qualitative research,student autonomy, technology and education",Parallel Session Papers
