id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.identifier.citation[en_US],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en_US],dc.publisher[en_US],dc.title[en_US],dc.abstract[en_US],dc.type[en_US]
a815dd39-36d6-4fb1-a7d1-f89db9060828,1/4153,"Goldman, Shelley||Moschkovich, Judit",2020-02-16T04:42:03Z,2020-02-15T23:07:31Z,2020-02-16T04:42:03Z,2020-02-15T23:07:31Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:03Z (GMT). No. of bitstreams: 1
143-146.pdf: 340468 bytes, checksum: c86c721efd14805c924c95caf65ac0b7 (MD5)
  Previous issue date: 1995-10","Goldman, S. & Moschkovich, J. (1995). Environments for Collaborating Mathematically: The Middle—School Mathematics through Applications Project. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 143-146). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4164,https://doi.dx.org/10.22318/cscl1995.143,en,"Lawrence Erlbaum Associates, Inc.",Environments for Collaborating Mathematically: The Middle—School Mathematics through Applications Project,"Math reforms call for deeper understandings of concepts, more collaboration among students, and use of technologies. The Middle School Mathematics through Applications Projects (MMAP) is developing computer technologies to support mathematics learning by middle schoolers. We outline the premises underlying our approach to software design and describe three software environments and the mathematical activities they support. Two features stand out: (1) the computer environments are resources in a larger activity structure-the group-based project; and (2), the work students do inside the software environments helps generate students discourse and mathematical activities.",Papers
474913a9-5f4a-4451-ac81-f5241dc6836d,1/4153,"Gutwin, Carl||Stark, Gwen||Greenberg, Saul",2020-02-16T04:42:03Z,2020-02-15T23:07:34Z,2020-02-16T04:42:03Z,2020-02-15T23:07:34Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:03Z (GMT). No. of bitstreams: 1
147-156.pdf: 2591390 bytes, checksum: 955224ddd744e6bc60c8d570dff605b3 (MD5)
  Previous issue date: 1995-10","Gutwin, C., Stark, G., & Greenberg, S. (1995). Support for Workspace Awareness in Educational Groupware. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 147-156). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4165,https://doi.dx.org/10.22318/cscl1995.147,en,"Lawrence Erlbaum Associates, Inc.",Support for Workspace Awareness in Educational Groupware,"Real-time educational groupware systems allow physically separated learners to work together in a shared virtual workspace at the same time. These systems do not yet approach the interaction richness of a face-toface learning situation. In particular, one element poorly supported is workspace awareness: the up-tothe-minute knowledge a student requires about other students' interactions with the shared workspace. This awareness is essential if students are to learn and work together effectively. We present a framework of several types of awareness required by students in a collaborative learning situation, including their social, task, concept and workspace awareness. We then concentrate on workspace awareness, and describe how particular awareness requirements of students in group learning situations depend on the closeness of their tasks, and whether they are sharing the same view or have separate views into the workspace. From these requirements, we have prototyped several awareness widgets for educational groupware. These widgets help learners maintain awareness of o ther learners' locations when their views are separated, of other learners' activities in shared and separate view situations, and of other learners' past activities.",Papers
6a4121a2-a65a-4166-a3c2-a4a3c73b5086,1/4153,"Guzdial, Mark||Turns, Jennifer||Rappin, Noel||Carlson, David",2020-02-16T04:42:04Z,2020-02-15T23:07:35Z,2020-02-16T04:42:04Z,2020-02-15T23:07:35Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:04Z (GMT). No. of bitstreams: 1
157-160.pdf: 386650 bytes, checksum: a2ecbb095b2bf1625fdd390aa1382792 (MD5)
  Previous issue date: 1995-10","Guzdial, M., Turns, J., Rappin, N., & Carlson, D. (1995). Collaborative Support for Learning in Complex Domains. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 157-160). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4166,https://doi.dx.org/10.22318/cscl1995.157,en,"Lawrence Erlbaum Associates, Inc.",Collaborative Support for Learning in Complex Domains,"Engineering is a complex domain to learn. CaMILE (Collaborative and Multimedia Interactive Learning Environment) aims to facilitate engineering students' learning. CaMILE builds on Cognitive Flexibility theory [14, 15) in a CSILE-like structure [10, 11) through which students share multiple media and collaborate to develop understanding across diverse perspectives. CaMILE includes a collaborative NoteBase, a hypermedia database with guides, and an electronic book format. We believe that CaMILE supports students' engineering activities, but a cultural shift is required for CaMILE to effectively support students' learning.",Papers
8dbde837-7b71-49cb-a393-c2240ce9d37f,1/4153,"Heeren, Elske",2020-02-16T04:42:04Z,2020-02-15T23:07:36Z,2020-02-16T04:42:04Z,2020-02-15T23:07:36Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:04Z (GMT). No. of bitstreams: 1
161-164.pdf: 274195 bytes, checksum: 057c6baff35dafd3c93fecc9fdb43e76 (MD5)
  Previous issue date: 1995-10","Heeren, E. (1995). Technology Selection for Small-Group Collaborative Distance Learning. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 161-164). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4167,https://doi.dx.org/10.22318/cscl1995.161,en,"Lawrence Erlbaum Associates, Inc.",Technology Selection for Small-Group Collaborative Distance Learning,"This paper reports on a case study that was carried out to investigate small-group collaborative learning through real-time remote communication technologies. The aim of the study was to develop insight into relationships between technology characteristics and collaborative learning that may help in making technology selection decisions. In this study, audio-conferencing plus a shared workspace led to equal task performance as audio-conferencing without such an additional tool. However, adding a shared workspace to an audioconferencing setting may lead to less equal participation, and participants' reportings indicated it may have a negative effect on the amount of effort learners put into the task performance. In contrast, audio-conferencing only seems to lead to more effort by all participants. Effort may be positively related to mental processing and learning, which leads to hypothetical technology selection guidelines.",Papers
aaed5ac7-dde5-49d9-8958-87bbef06167c,1/4153,"Herrmann, Françoise",2020-02-16T04:42:04Z,2020-02-15T23:07:37Z,2020-02-16T04:42:04Z,2020-02-15T23:07:37Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:04Z (GMT). No. of bitstreams: 1
165-168.pdf: 344600 bytes, checksum: 99f9fa79afa18879585118be2cbc8821 (MD5)
  Previous issue date: 1995-10","Herrmann, F. (1995). Listserver Communication: The Discourse of Community-Building. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 165-168). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4168,https://doi.dx.org/10.22318/cscl1995.165,en,"Lawrence Erlbaum Associates, Inc.",Listserver Communication: The Discourse of Community-Building,"The purpose of this paper is to identify some of the characteristics of community-building discourse: the language forms that mediate the creation and nurturance of community in a Listserver context of communication; and the functions of this sort of action. Findings are derived from a three year ethnographic study of an international, 400 member group of academics who communicated with each other using ListServer technology on ten, subsequently five electronic mailing lists. Using Soviet Activity Theory and a Conversation for Action discursive model of communication to make sense of the flow of on-line communication, three recurrent patterns of communicative activity were identified as constitutive, though irreducible, to what was termed electronic academia. These patterns of communication were referred to as academic, administrative and community-building action, one of which is succinctly illustrated and discussed here. Characteristic features of community-buildingdiscourse selectively included here are naming the community; and civil language uses (i.e. warm and playful; grateful and positive uses). Functions of community-building action briefly presented are growth and continuity. Together, mediating functions and features of community-building are seen as foundation for productivity and conceptual change.",Papers
4a36386b-0c58-4dd8-a644-113573b5c621,1/4153,"Hmelo, Cindy E.||Vanegas, Jorge A.||Realff, Matthew||Bras, Bert||Mulholland, Jim||Shikano, Terry||Guzdial, Mark",2020-02-16T04:42:05Z,2020-02-15T23:07:38Z,2020-02-16T04:42:05Z,2020-02-15T23:07:38Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:05Z (GMT). No. of bitstreams: 1
169-172.pdf: 381958 bytes, checksum: 9baad8625d0a1076981669a6e8285607 (MD5)
  Previous issue date: 1995-10","Hmelo, C. E., Vanegas, J. A., Realff, M., Bras, B., Mulholland, J., Shikano, T., & Guzdial, M. (1995). Technology Support for Collaborative Learning in a Problem-Based Curriculum for Sustainable Technology. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 169-172). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4169,https://doi.dx.org/10.22318/cscl1995.169,en,"Lawrence Erlbaum Associates, Inc.",Technology Support for Collaborative Learning in a Problem-Based Curriculum for Sustainable Technology,"Sustainable technology has been defined as technology that provides for our current needs without sacrificing the ability of future populations to sustain themselves. Designing sustainably engineered solutions requires weighing the qualities of different proposals from a variety of different perspectives and handling a variety of tradeoffs simultaneously. Of necessity, these problems must be solved in multidisciplinary groups. Students, therefore, need to learn not only what their own disciplines have to say about the issues, but they also need to be able to recognize other issues that arise and to know which disciplines can contribute to their solutions. Thus, students need to learn how to recognize new issues and to work collaboratively. One possible solution is for students to learn by working on cases in multidisciplinary teams These multidisciplinary groups provide opportunities for collaboration and reflection that have the potential to greatly enhance student learning. Technology plays an important role in supporting such collaboration and reflection. In particular, this curriculum makes use of the Collaborative and Multimedia Interactive Learning Environment (CaMILE) to scaffold collaboration and reflection.",Papers
544bbc4b-f158-4e71-a6e6-127f3715747a,1/4153,"Ibsen, David J. S.",2020-02-16T04:42:05Z,2020-02-15T23:07:39Z,2020-02-16T04:42:05Z,2020-02-15T23:07:39Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:05Z (GMT). No. of bitstreams: 1
173-176.pdf: 303175 bytes, checksum: fd76d8fb37ec5db35a88fc0bc6a8ddfe (MD5)
  Previous issue date: 1995-10","Ibsen, D. J. (1995). Collaborative Information Networks. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 173-176). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4170,https://doi.dx.org/10.22318/cscl1995.173,en,"Lawrence Erlbaum Associates, Inc.",Collaborative Information Networks,"In a proposed Collaborative Information Network (CIN) individuals could monitor and index a limited number of information sources and share the results with others in the network thus increasing their efficiency. Background research into developing a model for implementing Collaborative Information Networks is presented. A Collaborative Information Network on the topic of International Careers and Employment is used to describe current research and development. After that Future Networks, and Collaborative Research are discussed. To illustrate collaborative research an example of how a Collaborative Information Network could be developed by participants at CSCL95 is given.",Papers
b152e973-9d97-428a-8cee-00097991d222,1/4153,"Inkpen, Kori||Booth, Kellogg S.||Klawe, Maria||Upitis, Rena",2020-02-16T04:42:05Z,2020-02-15T23:07:40Z,2020-02-16T04:42:05Z,2020-02-15T23:07:40Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:05Z (GMT). No. of bitstreams: 1
177-181.pdf: 438517 bytes, checksum: 198d975e091d05531beb2f77e9669b43 (MD5)
  Previous issue date: 1995-10","Inkpen, K., Booth, K. S., Klawe, M., & Upitis, R. (1995). Playing Together Beats Playing Apart, Especially for Girls. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 177-181). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4171,https://doi.dx.org/10.22318/cscl1995.177,en,"Lawrence Erlbaum Associates, Inc.","Playing Together Beats Playing Apart, Especially for Girls","This paper describes studies focusing on how gender and grouping affects performance and attitudes of children playing a puzzle solving game called The Incredible Machine. We found that children playing together on one machine solved significantly more puzzles than children playing alone on one machine. Female/Female pairs playing together on one machine, on average, completed significantly more puzzles than Female/Female pairs playing side-by-side on two computers. In addition, the level of motivation to continue playing the game was affected by the opportunity to play with a partner, and success in the game.",Papers
3e06539a-7676-45c7-b025-86af9761f86a,1/4153,"Jonassen, David H.",2020-02-16T04:42:05Z,2020-02-15T23:07:42Z,2020-02-16T04:42:05Z,2020-02-15T23:07:42Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:05Z (GMT). No. of bitstreams: 1
182-186.pdf: 434264 bytes, checksum: 1a538e31174188e8df0d24b6c9a975f8 (MD5)
  Previous issue date: 1995-10","Jonassen, D. H. (1995). Operationalizing Mental Models: Strategies for Assessing Mental Models to Support Meaningful Learning and Design-Supportive Learning Environments. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 182-186). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4172,https://doi.dx.org/10.22318/cscl1995.182,en,"Lawrence Erlbaum Associates, Inc.",Operationalizing Mental Models: Strategies for Assessing Mental Models to Support Meaningful Learning and Design-Supportive Learning Environments,"Mental models are the conceptual and operational representations that humans develop while interacting with complex systems. Being able to reliably and validly operationalize users' mental models will help us to assess advanced knowledge and problem solving skills acquired while interacting with constructivist learning environments. Additionally, understanding effective and ineffective models will provide us advice for designing the kinds of scaffolding, modeling, and coaching that should be included in learning environments to support effective mental model deveelpment. This paper describes an initial study assessing the mental models of novice and experienced refrigeration technicians.",Papers
0df789be-02d4-4558-93f2-fb03c5072d6e,1/4153,"Jurema, Ana Cristina L. A.||Lima, Maria Edite Costa||Dalmau, Mary C.||Filho, Merval Jurema",2020-02-16T04:42:06Z,2020-02-15T23:07:43Z,2020-02-16T04:42:06Z,2020-02-15T23:07:43Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:06Z (GMT). No. of bitstreams: 1
187-190.pdf: 370662 bytes, checksum: 7db07d5f87939a50336b025be41dd4c4 (MD5)
  Previous issue date: 1995-10","Jurema, A. C., Lima, M. E., Dalmau, M. C., & Filho, M. J. (1995). Towards a Pedagogy of Informatics. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 187-190). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4173,https://doi.dx.org/10.22318/cscl1995.187,en,"Lawrence Erlbaum Associates, Inc.",Towards a Pedagogy of Informatics,"Developing a Pedagogy of Informatics1 involves collaboration in learning at a number of levels, i.e. the collaboration of educators as they work together on the conceptual and operational changes required if they are to teach both about the computer and with the computer; the collaboration of students as they learn together through activity-based and challenging learning opportunities; the collaboration of schools and communities as they come to terms with the role of education and schooling in the information society; and interdisciplinary collaboration in the development of curricula and educational programs. In this paper we discuss the challenges facing educators to incorporate informatics into the curriculum, and review a new educational program in Northeast Brazil. We will outline the capacitation2 of teachers that occurred, and present a package of teaching and student materials which formed the basis of a course in informatics for K-12 students. These materials which were developed in Portuguese are currently being translated into English at the University of Oregon.",Papers
fa68aa5a-c32f-4bf4-b7c1-1675f1e8bae6,1/4153,"Kanselaar, Gellof||Erkens, Gijsbert",2020-02-16T04:42:06Z,2020-02-15T23:07:44Z,2020-02-16T04:42:06Z,2020-02-15T23:07:44Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:06Z (GMT). No. of bitstreams: 1
191-194.pdf: 375969 bytes, checksum: 12d9aeb9d789e5de9901a6c828ba954c (MD5)
  Previous issue date: 1995-10","Kanselaar, G. & Erkens, G. (1995). A Cooperative System for Collaborative Problem Solving. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 191-194). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4174,https://doi.dx.org/10.22318/cscl1995.191,en,"Lawrence Erlbaum Associates, Inc.",A Cooperative System for Collaborative Problem Solving,"In the DSA-project (Dialogue Structure Analysis of interactive problem solving) we are studying the relationship between the cognitive aspects of information processing and the communicative process of information exchange during cooperative problem solving. On the basis of analyses of dialogues of students collaborating on a problem solving task, a prototype of an 'intelligent' computer-based cooperative system has been implemented. This program, the 'Dialogue Monitor', is the central part of a computer-assisted educational program, which acts as a simulated student and which collaborates with a human student in jointly solving this problem task. In this paper we will focus on crucial aspects of cooperative interaction in problem-solving learning situations, which we found hard to implement in our system. These aspects concern the complex interaction between task strategies and communication processes during collaboration. Real collaboration requires that the cooperating subjects acquire a common frame of reference in order to negotiate and communicate their individual viewpoints and inferences.",Papers
997b1ab5-a832-402d-a3f5-e28946f9addc,1/4153,"Kato, Hiroshi||Ide, Akiko",2020-02-16T04:42:06Z,2020-02-15T23:07:46Z,2020-02-16T04:42:06Z,2020-02-15T23:07:46Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:06Z (GMT). No. of bitstreams: 1
195-199.pdf: 820035 bytes, checksum: fe361da8f3ed5b53b98fc13f70d8a6c4 (MD5)
  Previous issue date: 1995-10","Kato, H. & Ide, A. (1995). Using a Game for Social Setting in a Learning Environment: AlgoArena—A Tool for Learning Software Design. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 195-199). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4175,https://doi.dx.org/10.22318/cscl1995.195,en,"Lawrence Erlbaum Associates, Inc.",Using a Game for Social Setting in a Learning Environment: AlgoArena—A Tool for Learning Software Design,"AlgoArena is a tool for education of software design to beginners. The purpose is to develop the ability to think algorithmically and the ability to view things systematically. It is a simulation game of sumo wrestling - the traditional Japanese national sport. Students are supposed to program the actions of their own wrestler using a programming language so as 'to win matches against other wrestlers. To make the wrestler stronger, students are encouraged to analyze the chaotic situation systematically, devise better tactics, and incorporate them into the program. Such comprehensive problemsolving activities are comparable to the processes involved in software design. In addition, students commit to solving their own problems at their own responsibility. It is also comparable to the authentic activities of a software designer. In this sense, activities with AlgoArena can be regarded as a significant 'epitome' of authentic software design. Social setting for the learning environment is attributable to constraints embedded in the system of AlgoArena. For example, owing to the constraint of the game that a player needs opponents to fight with, students are encouraged to have matches with others, and social interaction among students is facilitated. In this way, a game situation is brought into the context of learning and produces a community of learners.",Papers
d4a25cc3-9e4d-42e8-bd9b-63e6899e9bc0,1/4153,"Katz, Sandra",2020-02-16T04:42:07Z,2020-02-15T23:07:47Z,2020-02-16T04:42:07Z,2020-02-15T23:07:47Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:07Z (GMT). No. of bitstreams: 1
200-203.pdf: 762898 bytes, checksum: 730179f4244338fb3a350fb7ecee4c42 (MD5)
  Previous issue date: 1995-10","Katz, S. (1995). Identifying the Support Needed in Computer—Supported Collaborative Learning Systems. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 200-203). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4176,https://doi.dx.org/10.22318/cscl1995.200,en,"Lawrence Erlbaum Associates, Inc.",Identifying the Support Needed in Computer—Supported Collaborative Learning Systems,"Computer-supported collaborative learning (CSCL) systems hold the potential to enhance the effectiveness of peer learning interactions, assuming that these systems are truly supportive-i.e., capable of coaching collaborating peers as they work on problems and critique other students' solutions. We argue that in order to achieve this goal, CSCL system developers need to know more about the types of coaching that students are typically able to provide to each other during problem-solving activities, and what types of advice they need from more experienced students or ""mentors"" at various stages of their development in the instructional domain. CSCL system developers also need to know how human mentors provide such coaching, andbased on this information-to develop computer models of human guidance during collaborative interactions. We describe a pilot study (in progress) whose goals are to address these issues and to assess the effectiveness of the research methodology we devised for doing so.",Papers
97f2ea27-ab0c-4b5b-91a8-89f4a6bb0f2e,1/4153,"Kelly, Gregory J.||Crawford, Teresa",2020-02-16T04:42:07Z,2020-02-15T23:07:48Z,2020-02-16T04:42:07Z,2020-02-15T23:07:48Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:07Z (GMT). No. of bitstreams: 1
204-208.pdf: 489101 bytes, checksum: 245fd48582a5fba3e680bc992de2082b (MD5)
  Previous issue date: 1995-10","Kelly, G. J. & Crawford, T. (1995). Computer Representations in Students’ Conversations: Analysis of Discourse in Small Laboratory Groups. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 204-208). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4177,https://doi.dx.org/10.22318/cscl1995.204,en,"Lawrence Erlbaum Associates, Inc.",Computer Representations in Students’ Conversations: Analysis of Discourse in Small Laboratory Groups,"Language use in student laboratory groups makes apparent students' conceptions in science, their interpretation of the activity/task, and the negotiation of the roles of the members. This paper reports on a methodological approach to systematically analyze student discourse. Four grade-12 lab groups working on microcomputer-based laboratories (MBL) are the focus of the study. The MBL experiences were used to help students link oscillatory motion to graphical representations. Study of student discourse reveals the role the computer plays in the group context and the ways that this context is shaped by the computer. Developing a better understanding of the role of the computer in student conversations suggests ways to fruitfully construct contexts for learning physics.",Papers
ee603fe9-36cc-4a0a-bbd4-233cc208c9c7,1/4153,"Klawe, Maria||Phillips, Eileen",2020-02-16T04:42:07Z,2020-02-15T23:07:50Z,2020-02-16T04:42:07Z,2020-02-15T23:07:50Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:07Z (GMT). No. of bitstreams: 1
209-213.pdf: 373307 bytes, checksum: df337854b3c4bc69e539c96b9dbb625f (MD5)
  Previous issue date: 1995-10","Klawe, M. & Phillips, E. (1995). A Classroom Study: Electronic Games Engage Children As Researchers. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 209-213). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4178,https://doi.dx.org/10.22318/cscl1995.209,en,"Lawrence Erlbaum Associates, Inc.",A Classroom Study: Electronic Games Engage Children As Researchers,"This paper describes the authors' experiences in using classroom play of electronic games as a central component of a collaborative approach to mathematics learning in a grade four classroom. The authors form one of the pairings (computer scientist, elementary teacher) of university researchers with teachers, in the E-GEMS classroom study, an ongoing long-term qualitative study on the potential uses of electronic games and activities for enhancing mathematics learning in intermediate grade classrooms. We believe the experiences from this study can provide insight on issues of importance to research on computer-supported collaborative learning in the classroom and to mathematics education. Our experiences echo those of many others on the effectiveness of collaborative use of computers, where the collaboration occurs through small groups of learners working at each computer. We also note the positive impact of connecting the computer activities with related large and small group classroom activities. We are excited by the success of these approaches in stimulating students to talk and write about mathematical concepts, and to view themselves as researchers exploring mathematical ideas. Finally, our experiences reinforce the need to re-examine user-interfaces and other areas in human-computer interaction in the context of computer-supported learning. A more detailed version of this paper is available from the authors.",Papers
db54d566-9f55-4d89-a456-1edb1c01d0f3,1/4153,"Lindeman, Bruce||Kent, Todd||Kinzie, Mable||Larsen, Valerie||Ashmore, Lora||Becker, Frank",2020-02-16T04:42:07Z,2020-02-15T23:07:51Z,2020-02-16T04:42:07Z,2020-02-15T23:07:51Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:07Z (GMT). No. of bitstreams: 1
214-217.pdf: 323421 bytes, checksum: 90ddc17da3590504b54cece5fe0208bf (MD5)
  Previous issue date: 1995-10","Lindeman, B., Kent, T., Kinzie, M., Larsen, V., Ashmore, L., & Becker, F. (1995). Exploring Cases On—line with Virtual Environments. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 214-217). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4179,https://doi.dx.org/10.22318/cscl1995.214,en,"Lawrence Erlbaum Associates, Inc.",Exploring Cases On—line with Virtual Environments,"A project team at the University of Virginia has combined the text and graphic format of the World Wide Web with the live interaction of a MOO (MUD, Object Oriented; where MUD stands for Multi-User Dimension) to create an on-line virtual environment for the presentation of instructional cases to Instructional Design students and professionals. The effectiveness of case methodology for the development of professional thinking has been demonstrated in a number of collaborative and competitive projects using a variety of communication technologies. The Web/MOO environment will simulate the collaborative nature of ""live"" interactions while taking advantage of ability of communication technologies to bring together geographically diverse individuals at minimal cost. The original project was solely MOO-based, but the decision to combine the Web and MOO environments was made after a pilot study revealed the difficulty of managing lengthy texts in a MOO environment. Future work with this project will include additional pilot studies, case competitions, and the integration of the model into case-based university courses.",Papers
7b5a3841-b46f-4379-8235-d60eec15116f,1/4153,"Mahling, Dirk E.||Sorrows, Bryan B.||Skogseid, Ingjerd",2020-02-16T04:42:08Z,2020-02-15T23:07:53Z,2020-02-16T04:42:08Z,2020-02-15T23:07:53Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:08Z (GMT). No. of bitstreams: 1
218-225.pdf: 1668939 bytes, checksum: d4575dc237bd69eb126ca4d439d6d881 (MD5)
  Previous issue date: 1995-10","Mahling, D. E., Sorrows, B. B., & Skogseid, I. (1995). A Collaborative Environment for Semi-Structured Medical Problem Based Learning. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 218-225). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4180,https://doi.dx.org/10.22318/cscl1995.218,en,"Lawrence Erlbaum Associates, Inc.",A Collaborative Environment for Semi-Structured Medical Problem Based Learning,"Problem Based Learning (PBL) and Cooperative Learning are both supported in a rich environment for active group learning. Groups of students are given a medical exploration environment to support learning by discovery and exploration. The environment implements a current approach to problem based learning (PBL) and extends it to support the joint reasoning and cooperation aspects in medical teams. An information system approach for a complete cooperative PBL environment, called Computer Assisted Learning and Exploration (CALE), is based upon these concepts. CALE acts as a multi-media repository for case materials and manages the structured group access to those documents and user generated information. CALE supports collaborative learning, exploration of facilitator editable medical simulated patient cases, and access to reference materials. With the case presentation shell being the same for all cases, new cases can easily be added.",Papers
e4c01a3a-1808-4b1d-921f-8f61f1aa6f81,1/4153,"Bank, Curtis Jay||King, Kira S.",2020-02-16T04:42:08Z,2020-02-15T23:07:00Z,2020-02-16T04:42:08Z,2020-02-15T23:07:00Z,1995-10,"Made available in DSpace on 2020-02-16T04:42:08Z (GMT). No. of bitstreams: 1
22-26.pdf: 459974 bytes, checksum: 60820e0641fa77ea14dc1f6e52e62ad7 (MD5)
  Previous issue date: 1995-10","Bank, C. J. & King, K. S. (1995). Computer Conferencing and Collaborative Writing Tools: Starting a Dialogue About Student Dialogue. In Schnase, J. L. & Cunnius, E. L. (Eds.), CSCL '95: The First International Conference on Computer Support for Collaborative Learning (pp. 22-26). Bloomington, Indiana, USA: Lawrence Erlbaum Associates, Inc.",https://repository.isls.org//handle/1/4181,https://doi.dx.org/10.22318/cscl1995.22,en,"Lawrence Erlbaum Associates, Inc.",Computer Conferencing and Collaborative Writing Tools: Starting a Dialogue About Student Dialogue,"Calls for a more ""leamer-centered"" curriculum are heard from the pulpit of most educational reformers of the 1990s. In response, a series of studies on computer-supported collaborative leaming (CSCL) tools at Indiana University have begun to demonstrate how different tools and formats impact social interaction and leaming. The chapters presented in this text explore a myriad of CSCL tools available for different levels of electronic interaction that might be indicators of high-quality social interaction and student leaming. Results are discussed in terms of the age levels of participants, tools utilized, and tasks selected.",Papers
